Region,Country,State,City,Month,Day,Year,AvgTemperature
North America,US,North Carolina,Greensboro,8,28,2019,75.6
North America,US,North Carolina,Greensboro,8,29,2019,73.4
North America,US,North Carolina,Greensboro,8,30,2019,73.3
North America,US,North Carolina,Greensboro,8,31,2019,76.7
North America,US,North Carolina,Greensboro,9,1,2019,75.4
North America,US,North Carolina,Greensboro,9,2,2019,76.7
North America,US,North Carolina,Greensboro,9,3,2019,78.5
North America,US,North Carolina,Greensboro,9,4,2019,78.4
North America,US,North Carolina,Greensboro,9,5,2019,76.8
North America,US,North Carolina,Greensboro,9,6,2019,77.2
North America,US,North Carolina,Greensboro,9,7,2019,77.6
North America,US,North Carolina,Greensboro,9,8,2019,76.7
North America,US,North Carolina,Greensboro,9,9,2019,77.3
North America,US,North Carolina,Greensboro,9,10,2019,75.3
North America,US,North Carolina,Greensboro,9,11,2019,79.4
North America,US,North Carolina,Greensboro,9,12,2019,82.5
North America,US,North Carolina,Greensboro,9,13,2019,77.2
North America,US,North Carolina,Greensboro,9,14,2019,73.3
North America,US,North Carolina,Greensboro,9,15,2019,77.2
North America,US,North Carolina,Greensboro,9,16,2019,77.5
North America,US,North Carolina,Greensboro,9,17,2019,78.6
North America,US,North Carolina,Greensboro,9,18,2019,71.3
North America,US,North Carolina,Greensboro,9,19,2019,65.1
North America,US,North Carolina,Greensboro,9,20,2019,64.4
North America,US,North Carolina,Greensboro,9,21,2019,71.4
North America,US,North Carolina,Greensboro,9,22,2019,75.9
North America,US,North Carolina,Greensboro,9,23,2019,76.2
North America,US,North Carolina,Greensboro,9,24,2019,75.1
North America,US,North Carolina,Greensboro,9,25,2019,71.2
North America,US,North Carolina,Greensboro,9,26,2019,76.3
North America,US,North Carolina,Greensboro,9,27,2019,77.6
North America,US,North Carolina,Greensboro,9,28,2019,77.7
North America,US,North Carolina,Greensboro,9,29,2019,79.8
North America,US,North Carolina,Greensboro,9,30,2019,75.0
North America,US,North Carolina,Greensboro,10,1,2019,76.3
North America,US,North Carolina,Greensboro,10,2,2019,80.8
North America,US,North Carolina,Greensboro,10,3,2019,81.7
North America,US,North Carolina,Greensboro,10,4,2019,80.3
North America,US,North Carolina,Greensboro,10,5,2019,65.3
North America,US,North Carolina,Greensboro,10,6,2019,64.4
North America,US,North Carolina,Greensboro,10,7,2019,69.8
North America,US,North Carolina,Greensboro,10,8,2019,68.0
North America,US,North Carolina,Greensboro,10,9,2019,63.2
North America,US,North Carolina,Greensboro,10,10,2019,62.2
North America,US,North Carolina,Greensboro,10,11,2019,64.1
North America,US,North Carolina,Greensboro,10,12,2019,66.7
North America,US,North Carolina,Greensboro,10,13,2019,63.6
North America,US,North Carolina,Greensboro,10,14,2019,62.9
North America,US,North Carolina,Greensboro,10,15,2019,60.2
North America,US,North Carolina,Greensboro,10,16,2019,59.2
North America,US,North Carolina,Greensboro,10,17,2019,52.9
North America,US,North Carolina,Greensboro,10,18,2019,52.5
North America,US,North Carolina,Greensboro,10,19,2019,52.9
North America,US,North Carolina,Greensboro,10,20,2019,56.7
North America,US,North Carolina,Greensboro,10,21,2019,59.7
North America,US,North Carolina,Greensboro,10,22,2019,64.3
North America,US,North Carolina,Greensboro,10,23,2019,56.1
North America,US,North Carolina,Greensboro,10,24,2019,53.9
North America,US,North Carolina,Greensboro,10,25,2019,56.7
North America,US,North Carolina,Greensboro,10,26,2019,64.8
North America,US,North Carolina,Greensboro,10,27,2019,72.8
North America,US,North Carolina,Greensboro,10,28,2019,64.2
North America,US,North Carolina,Greensboro,10,29,2019,62.5
North America,US,North Carolina,Greensboro,10,30,2019,62.2
North America,US,North Carolina,Greensboro,10,31,2019,72.0
North America,US,North Carolina,Greensboro,11,1,2019,48.2
North America,US,North Carolina,Greensboro,11,2,2019,45.4
North America,US,North Carolina,Greensboro,11,3,2019,47.0
North America,US,North Carolina,Greensboro,11,4,2019,47.7
North America,US,North Carolina,Greensboro,11,5,2019,50.0
North America,US,North Carolina,Greensboro,11,6,2019,55.4
North America,US,North Carolina,Greensboro,11,7,2019,53.2
North America,US,North Carolina,Greensboro,11,8,2019,47.7
North America,US,North Carolina,Greensboro,11,9,2019,36.4
North America,US,North Carolina,Greensboro,11,10,2019,43.7
North America,US,North Carolina,Greensboro,11,11,2019,52.4
North America,US,North Carolina,Greensboro,11,12,2019,47.1
North America,US,North Carolina,Greensboro,11,13,2019,28.4
North America,US,North Carolina,Greensboro,11,14,2019,31.2
North America,US,North Carolina,Greensboro,11,15,2019,42.4
North America,US,North Carolina,Greensboro,11,16,2019,45.2
North America,US,North Carolina,Greensboro,11,17,2019,42.8
North America,US,North Carolina,Greensboro,11,18,2019,42.2
North America,US,North Carolina,Greensboro,11,19,2019,44.7
North America,US,North Carolina,Greensboro,11,20,2019,48.3
North America,US,North Carolina,Greensboro,11,21,2019,45.0
North America,US,North Carolina,Greensboro,11,22,2019,53.4
North America,US,North Carolina,Greensboro,11,23,2019,48.4
North America,US,North Carolina,Greensboro,11,24,2019,46.2
North America,US,North Carolina,Greensboro,11,25,2019,44.2
North America,US,North Carolina,Greensboro,11,26,2019,49.1
North America,US,North Carolina,Greensboro,11,27,2019,52.5
North America,US,North Carolina,Greensboro,11,28,2019,50.2
North America,US,North Carolina,Greensboro,11,29,2019,44.2
North America,US,North Carolina,Greensboro,11,30,2019,47.4
North America,US,North Carolina,Greensboro,12,1,2019,47.8
North America,US,North Carolina,Greensboro,12,2,2019,43.7
North America,US,North Carolina,Greensboro,12,3,2019,40.6
North America,US,North Carolina,Greensboro,12,4,2019,43.3
North America,US,North Carolina,Greensboro,12,5,2019,46.2
North America,US,North Carolina,Greensboro,12,6,2019,42.8
North America,US,North Carolina,Greensboro,12,7,2019,45.1
North America,US,North Carolina,Greensboro,12,8,2019,37.9
North America,US,North Carolina,Greensboro,12,9,2019,39.9
North America,US,North Carolina,Greensboro,12,10,2019,53.6
North America,US,North Carolina,Greensboro,12,11,2019,41.6
North America,US,North Carolina,Greensboro,12,12,2019,35.5
North America,US,North Carolina,Greensboro,12,13,2019,34.1
North America,US,North Carolina,Greensboro,12,14,2019,43.9
North America,US,North Carolina,Greensboro,12,15,2019,44.5
North America,US,North Carolina,Greensboro,12,16,2019,50.1
North America,US,North Carolina,Greensboro,12,17,2019,59.5
North America,US,North Carolina,Greensboro,12,18,2019,39.8
North America,US,North Carolina,Greensboro,12,19,2019,32.7
North America,US,North Carolina,Greensboro,12,20,2019,38.6
North America,US,North Carolina,Greensboro,12,21,2019,38.7
North America,US,North Carolina,Greensboro,12,22,2019,37.6
North America,US,North Carolina,Greensboro,12,23,2019,44.0
North America,US,North Carolina,Greensboro,12,24,2019,53.5
North America,US,North Carolina,Greensboro,12,25,2019,46.5
North America,US,North Carolina,Greensboro,12,26,2019,46.0
North America,US,North Carolina,Greensboro,12,27,2019,50.0
North America,US,North Carolina,Greensboro,12,28,2019,54.6
North America,US,North Carolina,Greensboro,12,29,2019,58.4
North America,US,North Carolina,Greensboro,12,30,2019,65.9
North America,US,North Carolina,Greensboro,12,31,2019,47.4
North America,US,North Carolina,Raleigh Durham,1,1,2019,66.0
North America,US,North Carolina,Raleigh Durham,1,2,2019,51.7
North America,US,North Carolina,Raleigh Durham,1,3,2019,50.7
North America,US,North Carolina,Raleigh Durham,1,4,2019,49.7
North America,US,North Carolina,Raleigh Durham,1,5,2019,54.1
North America,US,North Carolina,Raleigh Durham,1,6,2019,52.1
North America,US,North Carolina,Raleigh Durham,1,7,2019,45.7
North America,US,North Carolina,Raleigh Durham,1,8,2019,52.8
North America,US,North Carolina,Raleigh Durham,1,9,2019,52.4
North America,US,North Carolina,Raleigh Durham,1,10,2019,35.3
North America,US,North Carolina,Raleigh Durham,1,11,2019,30.9
North America,US,North Carolina,Raleigh Durham,1,12,2019,34.4
North America,US,North Carolina,Raleigh Durham,1,13,2019,34.4
North America,US,North Carolina,Raleigh Durham,1,14,2019,34.0
North America,US,North Carolina,Raleigh Durham,1,15,2019,36.6
North America,US,North Carolina,Raleigh Durham,1,16,2019,31.4
North America,US,North Carolina,Raleigh Durham,1,17,2019,38.2
North America,US,North Carolina,Raleigh Durham,1,18,2019,47.7
North America,US,North Carolina,Raleigh Durham,1,19,2019,45.5
North America,US,North Carolina,Raleigh Durham,1,20,2019,52.5
North America,US,North Carolina,Raleigh Durham,1,21,2019,25.0
North America,US,North Carolina,Raleigh Durham,1,22,2019,25.2
North America,US,North Carolina,Raleigh Durham,1,23,2019,42.3
North America,US,North Carolina,Raleigh Durham,1,24,2019,60.2
North America,US,North Carolina,Raleigh Durham,1,25,2019,38.3
North America,US,North Carolina,Raleigh Durham,1,26,2019,35.2
North America,US,North Carolina,Raleigh Durham,1,27,2019,37.2
North America,US,North Carolina,Raleigh Durham,1,28,2019,43.1
North America,US,North Carolina,Raleigh Durham,1,29,2019,43.6
North America,US,North Carolina,Raleigh Durham,1,30,2019,33.4
North America,US,North Carolina,Raleigh Durham,1,31,2019,31.2
North America,US,North Carolina,Raleigh Durham,2,1,2019,38.5
North America,US,North Carolina,Raleigh Durham,2,2,2019,44.5
North America,US,North Carolina,Raleigh Durham,2,3,2019,46.9
North America,US,North Carolina,Raleigh Durham,2,4,2019,49.7
North America,US,North Carolina,Raleigh Durham,2,5,2019,54.8
North America,US,North Carolina,Raleigh Durham,2,6,2019,60.5
North America,US,North Carolina,Raleigh Durham,2,7,2019,68.1
North America,US,North Carolina,Raleigh Durham,2,8,2019,66.7
North America,US,North Carolina,Raleigh Durham,2,9,2019,43.8
North America,US,North Carolina,Raleigh Durham,2,10,2019,35.3
North America,US,North Carolina,Raleigh Durham,2,11,2019,40.1
North America,US,North Carolina,Raleigh Durham,2,12,2019,42.9
North America,US,North Carolina,Raleigh Durham,2,13,2019,47.4
North America,US,North Carolina,Raleigh Durham,2,14,2019,46.2
North America,US,North Carolina,Raleigh Durham,2,15,2019,57.0
North America,US,North Carolina,Raleigh Durham,2,16,2019,50.3
North America,US,North Carolina,Raleigh Durham,2,17,2019,36.9
North America,US,North Carolina,Raleigh Durham,2,18,2019,46.0
North America,US,North Carolina,Raleigh Durham,2,19,2019,41.0
North America,US,North Carolina,Raleigh Durham,2,20,2019,35.5
North America,US,North Carolina,Raleigh Durham,2,21,2019,41.6
North America,US,North Carolina,Raleigh Durham,2,22,2019,48.6
North America,US,North Carolina,Raleigh Durham,2,23,2019,40.6
North America,US,North Carolina,Raleigh Durham,2,24,2019,47.3
North America,US,North Carolina,Raleigh Durham,2,25,2019,50.5
North America,US,North Carolina,Raleigh Durham,2,26,2019,45.5
North America,US,North Carolina,Raleigh Durham,2,27,2019,49.6
North America,US,North Carolina,Raleigh Durham,2,28,2019,48.7
North America,US,North Carolina,Raleigh Durham,3,1,2019,44.4
North America,US,North Carolina,Raleigh Durham,3,2,2019,43.8
North America,US,North Carolina,Raleigh Durham,3,3,2019,46.5
North America,US,North Carolina,Raleigh Durham,3,4,2019,44.9
North America,US,North Carolina,Raleigh Durham,3,5,2019,36.1
North America,US,North Carolina,Raleigh Durham,3,6,2019,34.5
North America,US,North Carolina,Raleigh Durham,3,7,2019,34.9
North America,US,North Carolina,Raleigh Durham,3,8,2019,42.8
North America,US,North Carolina,Raleigh Durham,3,9,2019,44.2
North America,US,North Carolina,Raleigh Durham,3,10,2019,54.8
North America,US,North Carolina,Raleigh Durham,3,11,2019,59.0
North America,US,North Carolina,Raleigh Durham,3,12,2019,50.3
North America,US,North Carolina,Raleigh Durham,3,13,2019,46.6
North America,US,North Carolina,Raleigh Durham,3,14,2019,59.4
North America,US,North Carolina,Raleigh Durham,3,15,2019,66.0
North America,US,North Carolina,Raleigh Durham,3,16,2019,55.0
North America,US,North Carolina,Raleigh Durham,3,17,2019,42.7
North America,US,North Carolina,Raleigh Durham,3,18,2019,45.1
North America,US,North Carolina,Raleigh Durham,3,19,2019,43.3
North America,US,North Carolina,Raleigh Durham,3,20,2019,42.1
North America,US,North Carolina,Raleigh Durham,3,21,2019,47.0
North America,US,North Carolina,Raleigh Durham,3,22,2019,50.5
North America,US,North Carolina,Raleigh Durham,3,23,2019,50.5
North America,US,North Carolina,Raleigh Durham,3,24,2019,50.1
North America,US,North Carolina,Raleigh Durham,3,25,2019,60.2
North America,US,North Carolina,Raleigh Durham,3,26,2019,51.0
North America,US,North Carolina,Raleigh Durham,3,27,2019,39.4
North America,US,North Carolina,Raleigh Durham,3,28,2019,48.5
North America,US,North Carolina,Raleigh Durham,3,29,2019,58.0
North America,US,North Carolina,Raleigh Durham,3,30,2019,63.6
North America,US,North Carolina,Raleigh Durham,3,31,2019,61.8
North America,US,North Carolina,Raleigh Durham,4,1,2019,44.5
North America,US,North Carolina,Raleigh Durham,4,2,2019,38.0
North America,US,North Carolina,Raleigh Durham,4,3,2019,46.5
North America,US,North Carolina,Raleigh Durham,4,4,2019,59.5
North America,US,North Carolina,Raleigh Durham,4,5,2019,58.7
North America,US,North Carolina,Raleigh Durham,4,6,2019,57.7
North America,US,North Carolina,Raleigh Durham,4,7,2019,59.6
North America,US,North Carolina,Raleigh Durham,4,8,2019,66.3
North America,US,North Carolina,Raleigh Durham,4,9,2019,64.0
North America,US,North Carolina,Raleigh Durham,4,10,2019,64.9
North America,US,North Carolina,Raleigh Durham,4,11,2019,64.2
North America,US,North Carolina,Raleigh Durham,4,12,2019,65.4
North America,US,North Carolina,Raleigh Durham,4,13,2019,66.7
North America,US,North Carolina,Raleigh Durham,4,14,2019,70.1
North America,US,North Carolina,Raleigh Durham,4,15,2019,65.4
North America,US,North Carolina,Raleigh Durham,4,16,2019,53.8
North America,US,North Carolina,Raleigh Durham,4,17,2019,62.5
North America,US,North Carolina,Raleigh Durham,4,18,2019,69.3
North America,US,North Carolina,Raleigh Durham,4,19,2019,69.3
North America,US,North Carolina,Raleigh Durham,4,20,2019,59.4
North America,US,North Carolina,Raleigh Durham,4,21,2019,52.4
North America,US,North Carolina,Raleigh Durham,4,22,2019,56.6
North America,US,North Carolina,Raleigh Durham,4,23,2019,54.7
North America,US,North Carolina,Raleigh Durham,4,24,2019,71.9
North America,US,North Carolina,Raleigh Durham,4,25,2019,70.7
North America,US,North Carolina,Raleigh Durham,4,26,2019,69.1
North America,US,North Carolina,Raleigh Durham,4,27,2019,59.2
North America,US,North Carolina,Raleigh Durham,4,28,2019,67.4
North America,US,North Carolina,Raleigh Durham,4,29,2019,62.5
North America,US,North Carolina,Raleigh Durham,4,30,2019,70.5
North America,US,North Carolina,Raleigh Durham,5,1,2019,74.0
North America,US,North Carolina,Raleigh Durham,5,2,2019,74.2
North America,US,North Carolina,Raleigh Durham,5,3,2019,73.1
North America,US,North Carolina,Raleigh Durham,5,4,2019,75.1
North America,US,North Carolina,Raleigh Durham,5,5,2019,68.6
North America,US,North Carolina,Raleigh Durham,5,6,2019,67.6
North America,US,North Carolina,Raleigh Durham,5,7,2019,65.8
North America,US,North Carolina,Raleigh Durham,5,8,2019,71.5
North America,US,North Carolina,Raleigh Durham,5,9,2019,72.4
North America,US,North Carolina,Raleigh Durham,5,10,2019,71.9
North America,US,North Carolina,Raleigh Durham,5,11,2019,71.0
North America,US,North Carolina,Raleigh Durham,5,12,2019,70.0
North America,US,North Carolina,Raleigh Durham,5,13,2019,68.0
North America,US,North Carolina,Raleigh Durham,5,14,2019,60.4
North America,US,North Carolina,Raleigh Durham,5,15,2019,57.9
North America,US,North Carolina,Raleigh Durham,5,16,2019,64.8
North America,US,North Carolina,Raleigh Durham,5,17,2019,70.9
North America,US,North Carolina,Raleigh Durham,5,18,2019,76.8
North America,US,North Carolina,Raleigh Durham,5,19,2019,76.2
North America,US,North Carolina,Raleigh Durham,5,20,2019,77.8
North America,US,North Carolina,Raleigh Durham,5,21,2019,75.5
North America,US,North Carolina,Raleigh Durham,5,22,2019,71.4
North America,US,North Carolina,Raleigh Durham,5,23,2019,72.6
North America,US,North Carolina,Raleigh Durham,5,24,2019,79.9
North America,US,North Carolina,Raleigh Durham,5,25,2019,80.8
North America,US,North Carolina,Raleigh Durham,5,26,2019,82.6
North America,US,North Carolina,Raleigh Durham,5,27,2019,79.5
North America,US,North Carolina,Raleigh Durham,5,28,2019,81.3
North America,US,North Carolina,Raleigh Durham,5,29,2019,82.3
North America,US,North Carolina,Raleigh Durham,5,30,2019,81.0
North America,US,North Carolina,Raleigh Durham,5,31,2019,79.7
North America,US,North Carolina,Raleigh Durham,6,1,2019,69.8
North America,US,North Carolina,Raleigh Durham,6,2,2019,74.9
North America,US,North Carolina,Raleigh Durham,6,3,2019,73.7
North America,US,North Carolina,Raleigh Durham,6,4,2019,69.5
North America,US,North Carolina,Raleigh Durham,6,5,2019,76.1
North America,US,North Carolina,Raleigh Durham,6,6,2019,77.4
North America,US,North Carolina,Raleigh Durham,6,7,2019,74.7
North America,US,North Carolina,Raleigh Durham,6,8,2019,73.6
North America,US,North Carolina,Raleigh Durham,6,9,2019,73.5
North America,US,North Carolina,Raleigh Durham,6,10,2019,76.9
North America,US,North Carolina,Raleigh Durham,6,11,2019,74.1
North America,US,North Carolina,Raleigh Durham,6,12,2019,66.3
North America,US,North Carolina,Raleigh Durham,6,13,2019,67.9
North America,US,North Carolina,Raleigh Durham,6,14,2019,68.1
North America,US,North Carolina,Raleigh Durham,6,15,2019,68.4
North America,US,North Carolina,Raleigh Durham,6,16,2019,76.4
North America,US,North Carolina,Raleigh Durham,6,17,2019,81.3
North America,US,North Carolina,Raleigh Durham,6,18,2019,77.7
North America,US,North Carolina,Raleigh Durham,6,19,2019,77.5
North America,US,North Carolina,Raleigh Durham,6,20,2019,79.4
North America,US,North Carolina,Raleigh Durham,6,21,2019,74.9
North America,US,North Carolina,Raleigh Durham,6,22,2019,73.4
North America,US,North Carolina,Raleigh Durham,6,23,2019,73.6
North America,US,North Carolina,Raleigh Durham,6,24,2019,77.8
North America,US,North Carolina,Raleigh Durham,6,25,2019,81.8
North America,US,North Carolina,Raleigh Durham,6,26,2019,78.5
North America,US,North Carolina,Raleigh Durham,6,27,2019,80.0
North America,US,North Carolina,Raleigh Durham,6,28,2019,80.8
North America,US,North Carolina,Raleigh Durham,6,29,2019,77.7
North America,US,North Carolina,Raleigh Durham,6,30,2019,80.8
North America,US,North Carolina,Raleigh Durham,7,1,2019,81.0
North America,US,North Carolina,Raleigh Durham,7,2,2019,74.4
North America,US,North Carolina,Raleigh Durham,7,3,2019,84.4
North America,US,North Carolina,Raleigh Durham,7,4,2019,81.3
North America,US,North Carolina,Raleigh Durham,7,5,2019,78.3
North America,US,North Carolina,Raleigh Durham,7,6,2019,80.8
North America,US,North Carolina,Raleigh Durham,7,7,2019,81.1
North America,US,North Carolina,Raleigh Durham,7,8,2019,81.2
North America,US,North Carolina,Raleigh Durham,7,9,2019,78.0
North America,US,North Carolina,Raleigh Durham,7,10,2019,80.1
North America,US,North Carolina,Raleigh Durham,7,11,2019,82.5
North America,US,North Carolina,Raleigh Durham,7,12,2019,79.9
North America,US,North Carolina,Raleigh Durham,7,13,2019,83.2
North America,US,North Carolina,Raleigh Durham,7,14,2019,83.8
North America,US,North Carolina,Raleigh Durham,7,15,2019,82.2
North America,US,North Carolina,Raleigh Durham,7,16,2019,75.0
North America,US,North Carolina,Raleigh Durham,7,17,2019,85.0
North America,US,North Carolina,Raleigh Durham,7,18,2019,84.0
North America,US,North Carolina,Raleigh Durham,7,19,2019,84.4
North America,US,North Carolina,Raleigh Durham,7,20,2019,81.4
North America,US,North Carolina,Raleigh Durham,7,21,2019,83.3
North America,US,North Carolina,Raleigh Durham,7,22,2019,85.5
North America,US,North Carolina,Raleigh Durham,7,23,2019,74.6
North America,US,North Carolina,Raleigh Durham,7,24,2019,70.9
North America,US,North Carolina,Raleigh Durham,7,25,2019,74.3
North America,US,North Carolina,Raleigh Durham,7,26,2019,75.0
North America,US,North Carolina,Raleigh Durham,7,27,2019,75.1
North America,US,North Carolina,Raleigh Durham,7,28,2019,76.6
North America,US,North Carolina,Raleigh Durham,7,29,2019,78.8
North America,US,North Carolina,Raleigh Durham,7,30,2019,80.2
North America,US,North Carolina,Raleigh Durham,7,31,2019,79.4
North America,US,North Carolina,Raleigh Durham,8,1,2019,75.3
North America,US,North Carolina,Raleigh Durham,8,2,2019,76.5
North America,US,North Carolina,Raleigh Durham,8,3,2019,75.5
North America,US,North Carolina,Raleigh Durham,8,4,2019,76.1
North America,US,North Carolina,Raleigh Durham,8,5,2019,74.9
North America,US,North Carolina,Raleigh Durham,8,6,2019,74.3
North America,US,North Carolina,Raleigh Durham,8,7,2019,79.0
North America,US,North Carolina,Raleigh Durham,8,8,2019,78.8
North America,US,North Carolina,Raleigh Durham,8,9,2019,80.2
North America,US,North Carolina,Raleigh Durham,8,10,2019,79.5
North America,US,North Carolina,Raleigh Durham,8,11,2019,78.5
North America,US,North Carolina,Raleigh Durham,8,12,2019,79.0
North America,US,North Carolina,Raleigh Durham,8,13,2019,81.1
North America,US,North Carolina,Raleigh Durham,8,14,2019,79.5
North America,US,North Carolina,Raleigh Durham,8,15,2019,79.0
North America,US,North Carolina,Raleigh Durham,8,16,2019,77.2
North America,US,North Carolina,Raleigh Durham,8,17,2019,79.6
North America,US,North Carolina,Raleigh Durham,8,18,2019,79.1
North America,US,North Carolina,Raleigh Durham,8,19,2019,82.1
North America,US,North Carolina,Raleigh Durham,8,20,2019,80.0
North America,US,North Carolina,Raleigh Durham,8,21,2019,80.5
North America,US,North Carolina,Raleigh Durham,8,22,2019,78.3
North America,US,North Carolina,Raleigh Durham,8,23,2019,78.6
North America,US,North Carolina,Raleigh Durham,8,24,2019,69.5
North America,US,North Carolina,Raleigh Durham,8,25,2019,68.2
North America,US,North Carolina,Raleigh Durham,8,26,2019,67.1
North America,US,North Carolina,Raleigh Durham,8,27,2019,72.0
North America,US,North Carolina,Raleigh Durham,8,28,2019,76.2
North America,US,North Carolina,Raleigh Durham,8,29,2019,74.4
North America,US,North Carolina,Raleigh Durham,8,30,2019,72.6
North America,US,North Carolina,Raleigh Durham,8,31,2019,75.5
North America,US,North Carolina,Raleigh Durham,9,1,2019,75.1
North America,US,North Carolina,Raleigh Durham,9,2,2019,77.9
North America,US,North Carolina,Raleigh Durham,9,3,2019,78.0
North America,US,North Carolina,Raleigh Durham,9,4,2019,78.9
North America,US,North Carolina,Raleigh Durham,9,5,2019,76.0
North America,US,North Carolina,Raleigh Durham,9,6,2019,75.6
North America,US,North Carolina,Raleigh Durham,9,7,2019,76.2
North America,US,North Carolina,Raleigh Durham,9,8,2019,77.1
North America,US,North Carolina,Raleigh Durham,9,9,2019,78.6
North America,US,North Carolina,Raleigh Durham,9,10,2019,74.1
North America,US,North Carolina,Raleigh Durham,9,11,2019,78.7
North America,US,North Carolina,Raleigh Durham,9,12,2019,82.0
North America,US,North Carolina,Raleigh Durham,9,13,2019,77.4
North America,US,North Carolina,Raleigh Durham,9,14,2019,74.5
North America,US,North Carolina,Raleigh Durham,9,15,2019,76.0
North America,US,North Carolina,Raleigh Durham,9,16,2019,77.6
North America,US,North Carolina,Raleigh Durham,9,17,2019,76.3
North America,US,North Carolina,Raleigh Durham,9,18,2019,70.2
North America,US,North Carolina,Raleigh Durham,9,19,2019,64.6
North America,US,North Carolina,Raleigh Durham,9,20,2019,64.3
North America,US,North Carolina,Raleigh Durham,9,21,2019,70.0
North America,US,North Carolina,Raleigh Durham,9,22,2019,76.1
North America,US,North Carolina,Raleigh Durham,9,23,2019,76.3
North America,US,North Carolina,Raleigh Durham,9,24,2019,74.3
North America,US,North Carolina,Raleigh Durham,9,25,2019,74.0
North America,US,North Carolina,Raleigh Durham,9,26,2019,79.5
North America,US,North Carolina,Raleigh Durham,9,27,2019,78.0
North America,US,North Carolina,Raleigh Durham,9,28,2019,80.4
North America,US,North Carolina,Raleigh Durham,9,29,2019,81.5
North America,US,North Carolina,Raleigh Durham,9,30,2019,78.8
North America,US,North Carolina,Raleigh Durham,10,1,2019,76.2
North America,US,North Carolina,Raleigh Durham,10,2,2019,80.2
North America,US,North Carolina,Raleigh Durham,10,3,2019,83.3
North America,US,North Carolina,Raleigh Durham,10,4,2019,81.0
North America,US,North Carolina,Raleigh Durham,10,5,2019,65.2
North America,US,North Carolina,Raleigh Durham,10,6,2019,68.1
North America,US,North Carolina,Raleigh Durham,10,7,2019,71.2
North America,US,North Carolina,Raleigh Durham,10,8,2019,72.0
North America,US,North Carolina,Raleigh Durham,10,9,2019,61.8
North America,US,North Carolina,Raleigh Durham,10,10,2019,61.3
North America,US,North Carolina,Raleigh Durham,10,11,2019,63.2
North America,US,North Carolina,Raleigh Durham,10,12,2019,66.3
North America,US,North Carolina,Raleigh Durham,10,13,2019,66.9
North America,US,North Carolina,Raleigh Durham,10,14,2019,68.2
North America,US,North Carolina,Raleigh Durham,10,15,2019,60.0
North America,US,North Carolina,Raleigh Durham,10,16,2019,61.0
North America,US,North Carolina,Raleigh Durham,10,17,2019,54.9
North America,US,North Carolina,Raleigh Durham,10,18,2019,53.7
North America,US,North Carolina,Raleigh Durham,10,19,2019,51.9
North America,US,North Carolina,Raleigh Durham,10,20,2019,59.8
North America,US,North Carolina,Raleigh Durham,10,21,2019,61.4
North America,US,North Carolina,Raleigh Durham,10,22,2019,64.5
North America,US,North Carolina,Raleigh Durham,10,23,2019,60.3
North America,US,North Carolina,Raleigh Durham,10,24,2019,54.5
North America,US,North Carolina,Raleigh Durham,10,25,2019,61.0
North America,US,North Carolina,Raleigh Durham,10,26,2019,65.0
North America,US,North Carolina,Raleigh Durham,10,27,2019,73.4
North America,US,North Carolina,Raleigh Durham,10,28,2019,65.6
North America,US,North Carolina,Raleigh Durham,10,29,2019,62.7
North America,US,North Carolina,Raleigh Durham,10,30,2019,64.6
North America,US,North Carolina,Raleigh Durham,10,31,2019,74.4
North America,US,North Carolina,Raleigh Durham,11,1,2019,54.4
North America,US,North Carolina,Raleigh Durham,11,2,2019,47.1
North America,US,North Carolina,Raleigh Durham,11,3,2019,47.9
North America,US,North Carolina,Raleigh Durham,11,4,2019,46.8
North America,US,North Carolina,Raleigh Durham,11,5,2019,51.7
North America,US,North Carolina,Raleigh Durham,11,6,2019,56.7
North America,US,North Carolina,Raleigh Durham,11,7,2019,54.8
North America,US,North Carolina,Raleigh Durham,11,8,2019,52.3
North America,US,North Carolina,Raleigh Durham,11,9,2019,37.9
North America,US,North Carolina,Raleigh Durham,11,10,2019,43.2
North America,US,North Carolina,Raleigh Durham,11,11,2019,53.6
North America,US,North Carolina,Raleigh Durham,11,12,2019,49.3
North America,US,North Carolina,Raleigh Durham,11,13,2019,31.8
North America,US,North Carolina,Raleigh Durham,11,14,2019,33.5
North America,US,North Carolina,Raleigh Durham,11,15,2019,41.8
North America,US,North Carolina,Raleigh Durham,11,16,2019,46.1
North America,US,North Carolina,Raleigh Durham,11,17,2019,44.2
North America,US,North Carolina,Raleigh Durham,11,18,2019,44.0
North America,US,North Carolina,Raleigh Durham,11,19,2019,47.7
North America,US,North Carolina,Raleigh Durham,11,20,2019,49.0
North America,US,North Carolina,Raleigh Durham,11,21,2019,44.9
North America,US,North Carolina,Raleigh Durham,11,22,2019,54.6
North America,US,North Carolina,Raleigh Durham,11,23,2019,51.0
North America,US,North Carolina,Raleigh Durham,11,24,2019,52.6
North America,US,North Carolina,Raleigh Durham,11,25,2019,44.9
North America,US,North Carolina,Raleigh Durham,11,26,2019,50.6
North America,US,North Carolina,Raleigh Durham,11,27,2019,54.5
North America,US,North Carolina,Raleigh Durham,11,28,2019,54.5
North America,US,North Carolina,Raleigh Durham,11,29,2019,44.5
North America,US,North Carolina,Raleigh Durham,11,30,2019,48.4
North America,US,North Carolina,Raleigh Durham,12,1,2019,51.3
North America,US,North Carolina,Raleigh Durham,12,2,2019,48.1
